raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
Rats have taken over our street due to uncollected garbage.,A severe rodent infestation in Chindatripet linked to garbage accumulation is biting children.,Uncollected garbage in Chindatripet has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,English,WhatsApp,Chennai,108,False,,0.85,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
"Road sunk near Central junction, big crater formed overnight.",The road in Central has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Central following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Citizen Kiosk,Chennai,58,False,,0.97,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
Building collapse risk in Manali Industrial compounded by officer demanding payment before doing inspection.,A dangerous structure in Manali Industrial poses collapse risk and the responsible official is demanding a bribe before taking action.,An edge case combining structural hazard and corruption in Manali Industrial. The structural risk makes this an emergency but the bribery angle adds governance failure.,Urban Planning & Real Estate,unsafe_structure,9,1,False,English,Web App,Chennai,21,False,,0.73,True,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
கால்வாய் அடைத்துக்கொண்டது,A drain or sewage overflow issue has been reported.,Residents in Madhavaram have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Tamil,WhatsApp,Chennai,22,False,,0.74,False,True,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
திருமண மண்டபம் இரவு முழுவதும் சத்தம் போடுகிறது.,Excessive noise from functions and construction near Velachery is disturbing residents at night.,Residents of Velachery are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,Tamil,Voice Hotline,Chennai,164,False,,0.94,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
"We are stranded at home, entire Palavakkam area flooded.",Severe flooding in Palavakkam has submerged roads and homes leaving residents stranded.,Flash flooding in Palavakkam has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,English,WhatsApp,Chennai,178,False,,0.9,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
"பள்ளி வாசலில் குப்பை கிடக்கிறது, குழந்தைகள் நோய்வாய்ப்படுகிறார்கள்.",Garbage has accumulated outside the government school in Thiruvottiyur posing a health risk to children.,An uncleared garbage pile near the government school in Thiruvottiyur is exposing children to health hazards.,"Sanitation, Environment & Parks",waste_management,6,0,True,Tamil,Citizen Kiosk,Chennai,1,False,,0.92,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
வீதி விளக்கு வேலை செய்யவில்லை,A street lighting issue has been reported.,"A road collapse has been reported in Gerugambakkam following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,Tamil,Voice Hotline,Chennai,149,False,,0.73,False,True,"A photo showing road damage, a civic issue, or broken public infrastructure."
वार्ड ऑफिस हमारी किसी भी शिकायत का जवाब नहीं देता।,Multiple complaints raised by residents of Rajakadai have received no response from municipal authorities.,Residents of Rajakadai have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,Hindi,WhatsApp,Chennai,10,False,,0.93,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
"Pavement blocked by illegal stall, old people falling on road.",Footpath near Kotturpuram has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Kotturpuram, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Voice Hotline,Chennai,172,False,,0.9,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Short circuit in electrical box near Anna Salai, burning smell.",A live electrical wire is dangling on the road in Anna Salai causing sparks and electrocution risk.,A fallen live electrical wire in Anna Salai is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,English,Web App,Chennai,63,False,,0.89,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
Bus route cancelled without informing passengers.,MTC bus service to Tiruvottiyur East has been suspended or severely reduced without prior notice.,Public bus service to Tiruvottiyur East has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,English,Citizen Kiosk,Chennai,11,False,,0.89,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
"Residential area near Pallavaram being used as warehouse, causing traffic.",Land use violations are occurring near Pallavaram with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Pallavaram, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,English,Citizen Kiosk,Chennai,158,False,,0.94,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
