raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
वार्ड ऑफिस हमारी किसी भी शिकायत का जवाब नहीं देता।,157,WhatsApp,Chennai,False,,Multiple complaints raised by residents of St. Thomas Mount have received no response from municipal authorities.,Residents of St. Thomas Mount have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Hindi,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.98,False,False
"Pulianthope தெருவில் குடியிருக்கும் நாங்கள் கடந்த மூன்று வாரங்களாக கழிவுநீர் தெரு முழுவதும் வழிவதால் மிகவும் கஷ்டப்படுகிறோம். கழிவுநீர் கால்வாய் முற்றிலும் அடைந்துவிட்டது. படம் இணைத்துள்ளேன், நிலைமையின் தீவிரத்தை பாருங்கள். மாநகராட்சி அலுவலகம் இரண்டு முறை சென்று புகார் கொடுத்தோம். மூன்று வாரம் ஆகிவிட்டது இன்னும் யாரும் வரவில்லை.",45,Mobile App,Chennai,True,Photo of passengers standing on a roadside with no bus service in sight.,MTC bus service to Pulianthope has been suspended or severely reduced without prior notice.,Public bus service to Pulianthope has been stopped with no advance notice. Commuters are stranded.,Tamil,Transportation & Traffic,Public Transport,transport_disruption,4,False,False,Bus service suspension without notice is a public transport failure.,0.93,False,False
This complaint is on behalf of all residents of Puzhal East. For three weeks our drainage system has been completely choked. Every time there is rain the entire street floods with sewage. We have small children and elderly parents. The smell is unbearable. I am attaching a photo of the sewage overflow as evidence. We visited the ward office twice and were told the issue would be resolved within 48 hours. Three weeks later nothing has happened. We urge the Commissioner's office to directly intervene.,31,Web App,Chennai,True,Photo of a street food stall with uncovered food and flies visible around it.,Unhygienic food is being served near Puzhal East causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Puzhal East has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,English,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.9,False,False
Photo of unauthorized construction near Porur West attached.,148,Web App,Chennai,True,Photo of a multi-storey building under construction with no approved plan notice visible.,An unauthorized building is being constructed in Porur West without required municipal approvals.,Illegal construction has been flagged in Porur West where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.95,False,False
plsss fix the road near my house it is very bad,56,Web App,Chennai,False,,A road or pothole issue has been reported.,Residents of Park Town have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,English,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.75,False,True
बत्ती नहीं है कृपया ठीक करो,177,Mobile App,Chennai,False,,A street lighting issue has been reported.,Residents of Valmiki Nagar are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,Hindi,"Sanitation, Environment & Parks",Environment,noise_pollution,3,False,False,Nighttime noise beyond permissible limits constitutes an environmental nuisance.,0.75,False,True
पुरानी शिकायत रसीद की फोटो भेज रहा हूं।,33,WhatsApp,Chennai,True,Image of a repeated complaint form submitted multiple times for the same issue.,Multiple complaints raised by residents of Surapet have received no response from municipal authorities.,Residents of Surapet have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Hindi,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.93,False,False
இரண்டு மாதங்களுக்கு முன் கொடுத்த புகாரில் எந்த நடவடிக்கையும் இல்லை.,159,WhatsApp,Chennai,False,,Multiple complaints raised by residents of Chromepet have received no response from municipal authorities.,Residents of Chromepet have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.96,False,False
water bad color coming from tap what to do,55,Web App,Chennai,False,,A water supply or leakage issue has been reported.,Flash flooding in Elephant Gate has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,English,"Emergency, Safety & Accountability",Emergency,flooding,9,True,False,Flooding submerging homes and electricity infrastructure is a life-threatening emergency.,0.72,False,True
"Perungudi தெருவில் குடியிருக்கும் நாங்கள் கடந்த மூன்று வாரங்களாக கழிவுநீர் தெரு முழுவதும் வழிவதால் மிகவும் கஷ்டப்படுகிறோம். கழிவுநீர் கால்வாய் முற்றிலும் அடைந்துவிட்டது. படம் இணைத்துள்ளேன், நிலைமையின் தீவிரத்தை பாருங்கள். மாநகராட்சி அலுவலகம் இரண்டு முறை சென்று புகார் கொடுத்தோம். மூன்று வாரம் ஆகிவிட்டது இன்னும் யாரும் வரவில்லை.",192,Mobile App,Chennai,True,Photo of a generator running outside a commercial establishment in a residential area.,Excessive noise from functions and construction near Perungudi is disturbing residents at night.,Residents of Perungudi are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,Tamil,"Sanitation, Environment & Parks",Environment,noise_pollution,3,False,False,Nighttime noise beyond permissible limits constitutes an environmental nuisance.,0.93,False,False
